compound_id,target_id,target_family,molecular_weight,alogP,HBD,HBA,rotatable_bonds,TPSA,assay_type,assay_pH,assay_temp_C,data_source,assay_confidence,pKd,interaction,fp_pc1,fp_pc2,fp_pc3,fp_pc4,fp_pc5,fp_pc6,fp_pc7,fp_pc8,fp_pc9,fp_pc10,fp_pc11,fp_pc12,fp_pc13,fp_pc14,fp_pc15,fp_pc16,prot_emb1,prot_emb2,prot_emb3,prot_emb4,prot_emb5,prot_emb6,prot_emb7,prot_emb8
CMPD_10794,TRG_2094,Kinase,387.314,7.217,1,7,2,180.382,Binding Assay,6.22,29.8,ChEMBL,0.584,7.202,1,1.2716,0.5156,-0.3004,-0.304,-0.0677,0.4624,-1.0077,0.1517,-2.0845,-0.2055,-0.919,-0.1681,0.9515,-0.2372,0.7889,-0.6765,-0.4993,-0.8766,-1.7704,-0.1852,0.4124,1.1203,0.7907,-1.6741
CMPD_10795,TRG_2095,Enzyme,347.149,0.498,2,4,9,88.869,Binding Assay,8.01,23.0,BindingDB,0.444,5.795,0,0.2693,0.7606,-0.3135,-1.3876,-0.2781,-0.6355,0.1076,0.3715,-0.0823,-0.7291,1.4608,0.4981,-0.2254,-0.0692,1.7923,-0.6117,0.4752,0.8704,-1.7012,0.2203,-1.1153,0.4052,-0.9655,-0.1046
CMPD_10796,TRG_2096,Enzyme,220.789,5.136,2,3,6,0.0,SPR,7.83,26.7,BindingDB,0.179,4.281,0,0.6459,-1.7281,0.3421,-1.1208,0.4268,0.5687,0.7752,-0.2099,-0.7033,1.0543,-0.1649,0.0697,-0.3721,-0.9352,-1.1542,-0.414,0.315,-0.6751,1.0149,0.6322,-0.4237,-0.595,-1.7288,-1.368
CMPD_10797,TRG_2097,IonChannel,443.179,4.294,3,5,3,97.379,Binding Assay,6.92,21.5,Literature,0.319,7.9,1,0.8482,-1.5514,-0.5495,-0.3699,0.4397,-1.1251,0.283,0.7976,1.0617,0.423,-0.5445,0.1825,-1.1178,0.5871,0.0551,0.9335,0.7201,-1.3682,0.5228,0.1883,0.323,-0.5993,0.1257,0.9807
CMPD_10798,TRG_2098,Transporter,291.233,3.005,3,8,4,107.455,Functional Assay,7.36,21.7,BindingDB,0.744,9.218,1,0.3262,-0.8206,0.0329,-2.2315,-1.4656,0.1059,1.0358,0.665,-0.1192,-0.3129,1.2896,0.2743,-0.5935,0.6783,0.145,-0.2171,0.452,0.6371,0.107,-0.4891,0.6574,0.9636,-0.1652,1.8611
CMPD_10799,TRG_2099,Enzyme,285.18,5.666,2,2,2,91.917,Binding Assay,7.22,27.5,ChEMBL,0.522,8.741,1,-0.8491,-0.8079,-1.075,-0.1665,0.061,0.5507,-0.2436,-0.5181,-0.643,-1.1703,0.7368,0.4865,0.8515,-0.8589,1.3574,-0.6684,0.3465,1.882,-0.8517,0.2874,-0.6408,0.6192,-0.3347,0.7032
CMPD_10800,TRG_2000,Transporter,366.046,3.17,0,5,3,104.913,Binding Assay,6.83,29.9,InHouse,0.478,7.177,1,0.7577,0.8727,0.3468,-0.441,-1.4543,-0.102,0.3613,-0.7139,1.3695,0.1407,0.487,0.05,-1.1333,-0.5031,0.294,-0.5506,0.1678,-1.724,0.5823,0.1698,-1.7235,1.3685,-1.0194,-1.5513
CMPD_10801,TRG_2001,Kinase,441.891,3.2,2,5,5,93.112,Binding Assay,7.27,27.7,BindingDB,0.543,7.159,1,-0.7896,-0.6978,-0.1765,-0.9832,-1.4775,-0.2848,-0.0601,-0.6017,1.6073,-2.1717,0.2963,1.5293,-2.6303,-0.345,0.557,-0.5946,2.4599,-0.1046,0.3039,0.5047,1.4363,-0.417,-2.0595,1.4643
CMPD_10802,TRG_2002,IonChannel,268.734,2.404,1,6,2,81.357,Functional Assay,6.93,18.8,ChEMBL,0.795,8.245,1,1.226,-1.1871,0.8891,0.1939,-0.239,0.7053,-1.1677,-1.1468,-0.5093,1.9934,-0.2701,-1.2912,0.6821,-0.1738,-0.7494,0.0261,-0.7038,0.0054,0.6599,0.5678,0.6013,1.0836,-1.4078,0.3546
CMPD_10803,TRG_2003,IonChannel,354.934,4.702,1,3,4,105.905,Binding Assay,7.79,23.7,BindingDB,0.605,6.933,1,-0.0334,0.1979,0.2254,-0.0015,-0.6209,0.221,-0.5955,-0.0007,0.1007,-0.571,-0.2974,0.7709,-0.998,-0.9023,0.3905,0.8984,-1.3559,-1.0893,-0.0694,0.4214,-0.8251,-0.893,-1.1311,0.9352
CMPD_10804,TRG_2004,GPCR,384.305,4.474,2,5,2,114.306,SPR,7.07,25.7,Literature,0.56,5.415,0,-0.9039,0.0881,0.2199,-0.3664,0.6591,-0.7736,-0.8454,-0.8464,-0.7685,-1.1328,0.72,0.1608,-1.8903,0.4938,1.0622,-1.2411,-0.6149,0.8191,-0.2503,0.3985,1.7666,1.928,1.4875,-1.2206
CMPD_10805,TRG_2005,Transporter,405.448,1.374,2,6,5,143.141,Functional Assay,8.5,25.2,InHouse,0.936,6.145,0,0.6424,0.1295,0.0798,0.5304,1.5135,0.5201,0.2654,-1.509,0.6981,0.5428,-0.4143,1.2583,0.1334,1.924,0.833,0.3409,-0.5323,0.3665,-0.5272,0.1136,-1.1169,0.3469,2.2416,1.0319
CMPD_10806,TRG_2006,Enzyme,364.115,0.125,2,4,3,116.505,SPR,7.15,19.2,Literature,0.675,6.062,0,0.8895,0.2222,-0.6443,-0.4634,-1.2203,-0.927,-1.1834,-0.5219,1.9744,-0.7048,-0.6456,1.3539,-0.4809,-0.0644,-0.4051,1.451,-1.9618,-0.3891,-0.6449,-1.6488,-0.8202,-0.6332,0.7171,-0.475
CMPD_10807,TRG_2007,Enzyme,320.638,2.135,0,5,4,86.1,Binding Assay,7.27,21.1,ChEMBL,0.712,6.166,0,-1.8557,0.0721,0.4868,0.1402,-0.679,-1.2583,-0.8263,-0.8811,1.8082,0.5823,0.9776,0.529,-1.4265,0.352,-2.4626,-1.2102,-0.4192,0.0024,-0.4722,-0.9058,-0.4481,0.5137,0.075,-0.6759
CMPD_10808,TRG_2008,GPCR,283.793,1.06,0,4,5,45.035,Binding Assay,7.52,22.6,ChEMBL,0.798,5.032,0,-1.2801,1.0501,1.2162,-0.1414,-0.7166,1.5128,1.221,1.4567,-0.362,-0.8569,-1.2068,-1.0929,-0.8589,-0.016,-1.4017,1.3432,-0.621,-0.3111,-1.1019,0.6744,1.6565,-0.3574,-0.3556,0.2815
CMPD_10809,TRG_2009,Kinase,356.892,2.386,0,8,1,161.467,Binding Assay,7.7,24.8,BindingDB,0.691,6.621,1,0.741,0.4846,0.4236,-0.1331,-0.7734,0.0023,0.5996,-1.1995,1.6981,0.6193,0.0737,-1.1517,0.9039,-1.1873,0.1136,0.1498,0.5165,-0.4081,-2.8353,1.9146,-0.4251,1.0398,0.353,0.0462
CMPD_10810,TRG_2010,Enzyme,264.229,4.727,2,6,3,158.533,Functional Assay,7.25,19.2,InHouse,0.528,7.766,1,0.8736,-1.1565,-0.3918,-0.3602,-1.5967,-1.3564,-0.2318,0.7429,-0.5895,-0.7733,1.8352,1.1748,-1.6886,1.3832,-0.5708,-0.3288,-0.0834,-0.504,-0.1968,-1.6053,1.4011,-0.3416,0.8353,-0.289
CMPD_10811,TRG_2011,Enzyme,116.292,1.677,0,3,3,104.656,Functional Assay,7.5,26.8,ChEMBL,0.958,8.03,1,-2.5679,-0.4805,-2.7232,-1.0942,0.6195,0.0976,0.1603,-0.8213,-1.2402,1.6025,-0.364,-0.8259,0.8679,0.894,0.0086,-0.0737,0.9712,0.2165,-0.5055,0.471,0.7682,-0.4313,-0.0176,-0.2479
CMPD_10812,TRG_2012,Kinase,384.925,2.423,2,4,2,143.441,Functional Assay,7.31,24.7,ChEMBL,0.292,7.875,1,0.3248,-1.7907,-0.9109,-0.2879,-0.0295,1.0022,-0.0202,-0.2129,0.4209,0.522,0.2444,0.4891,0.9913,0.8771,0.3229,0.0856,2.1435,1.3337,-0.4949,-0.8744,0.4972,0.7397,0.0208,1.3356
CMPD_10813,TRG_2013,Enzyme,422.315,2.604,2,5,5,59.691,SPR,6.73,21.9,Literature,0.792,7.747,1,-0.5959,0.1899,0.4377,-0.4509,1.8085,-1.1992,-0.615,-0.6344,-0.1555,0.1677,2.0973,1.2247,-0.4181,0.2876,1.2857,-0.6312,-0.1472,-0.408,-0.7392,1.5237,-0.1473,2.3648,1.8863,0.1769
CMPD_10814,TRG_2014,Enzyme,160.965,4.027,2,5,2,0.0,SPR,6.57,25.6,InHouse,0.91,7.5,1,-0.3986,1.0112,-0.4094,-0.047,0.6988,0.5474,-0.8609,1.4121,1.7453,-0.1853,-0.0487,0.006,0.9514,0.0323,-0.5807,0.478,0.8257,-0.6344,-0.4582,-0.8497,-0.2471,-2.6751,-0.1283,1.0622
CMPD_10815,TRG_2015,IonChannel,269.222,-1.544,1,4,6,58.83,SPR,7.62,20.7,BindingDB,0.703,6.951,1,-0.4095,0.3634,-0.8862,-0.1436,0.6065,0.0402,0.4168,0.5714,-0.2446,-0.1304,0.2171,0.4554,0.6827,-0.3347,0.9886,-0.2625,-1.57,-1.0065,-0.0428,-1.2868,-0.5447,-1.2998,0.0024,-2.0331
CMPD_10816,TRG_2016,IonChannel,399.532,1.408,0,7,2,117.67,Binding Assay,8.11,24.8,ChEMBL,0.766,6.812,1,2.3824,-0.28,-0.6002,-2.3446,0.0891,0.1463,-0.7272,-1.8363,-0.2829,-2.0115,-0.6237,0.5574,1.4979,-0.6344,1.7688,0.7089,1.1058,-0.0736,-1.6121,0.315,-0.6602,-1.4058,0.4947,0.8602
CMPD_10817,TRG_2017,GPCR,514.6,2.88,1,6,3,150.547,Functional Assay,6.22,19.6,ChEMBL,0.247,3.986,0,-1.3017,-0.2111,-1.0505,0.6742,-1.437,-0.7758,-0.3566,-0.508,1.0337,-0.9477,-1.6426,0.6184,-0.6232,-2.0819,0.0276,0.0408,1.2427,-0.3168,0.2651,1.2,0.3892,0.7243,-2.4649,-1.2095
CMPD_10818,TRG_2018,Kinase,351.663,4.66,0,5,6,113.249,Binding Assay,6.34,20.0,ChEMBL,0.932,5.827,0,1.8702,-0.4015,-0.7394,1.8686,-0.6876,0.5924,0.3687,-0.4932,-1.8944,-2.2033,0.3428,0.8268,1.1593,2.8432,0.0695,-0.225,-0.7872,0.2832,0.3617,-0.161,-0.277,1.1276,-0.4096,-0.1669
CMPD_10819,TRG_2019,GPCR,291.76,1.615,0,7,6,31.83,Functional Assay,6.33,23.6,BindingDB,0.736,6.663,1,-0.2888,0.5833,-0.153,0.2667,-1.7685,1.822,-2.1384,-0.17,0.3928,-2.448,1.5647,-0.1418,-0.3928,-2.1951,-1.1398,-0.4068,-0.1165,-1.2599,-0.9367,0.8949,-0.0459,-0.1118,-0.144,-1.4621
CMPD_10820,TRG_2020,Enzyme,335.368,-0.878,0,3,2,164.907,Binding Assay,7.67,22.9,ChEMBL,0.652,4.534,0,1.3211,-1.7689,-1.5415,-1.8578,-0.9517,0.2623,1.7553,-1.0509,-3.279,-0.528,0.7621,-1.2883,-0.3936,-2.218,0.5105,0.4576,-1.4181,0.789,1.6136,-1.8494,-1.8509,0.1824,1.2044,0.1746
CMPD_10821,TRG_2021,Kinase,459.99,3.615,1,8,3,198.207,Binding Assay,7.72,26.2,InHouse,0.905,8.012,1,-0.4309,1.4525,-1.1977,1.3202,1.1125,0.3573,-0.5312,0.0698,1.2277,1.1298,-0.3445,-0.0184,-0.8661,-0.2612,0.5499,1.0413,-1.113,1.4868,-0.6184,-0.6065,-0.3696,0.9612,-0.5515,0.8483
CMPD_10822,TRG_2022,GPCR,298.323,1.356,1,3,3,37.043,HTS,6.61,24.9,Literature,0.597,4.772,0,0.0185,0.9797,-2.0945,-1.0209,0.4171,3.7178,1.5624,0.7488,1.2818,0.5926,-0.0515,1.0913,-2.5039,1.079,-1.0702,-1.2772,-1.1244,-0.4167,1.1887,-3.0397,-0.8569,-1.0225,-0.6083,2.0862
CMPD_10823,TRG_2023,GPCR,286.065,0.359,1,7,6,11.358,Functional Assay,8.5,31.3,ChEMBL,0.637,7.019,1,-0.4305,-0.7531,-1.0609,1.1093,-0.9491,0.2079,-0.2435,-1.3829,-0.466,0.2536,-0.8243,1.3111,-0.8143,-1.6377,-0.3216,1.587,-1.0453,-0.4333,-1.1296,0.4379,-1.4751,-0.0159,-0.1885,1.0018
CMPD_10824,TRG_2024,IonChannel,311.381,1.376,1,3,0,89.824,Binding Assay,6.97,24.2,BindingDB,0.724,9.294,1,-1.4294,2.2927,2.3033,-1.1353,-0.9119,0.9514,0.2537,-1.2609,0.8588,0.5738,1.4766,-1.2802,-0.4606,-0.027,0.0617,0.1746,0.7672,-1.0187,-0.9583,-1.1857,0.1742,-0.1056,-0.5016,0.0172
CMPD_10825,TRG_2025,Enzyme,273.734,2.168,2,5,1,132.604,Binding Assay,8.06,15.1,InHouse,0.453,5.508,0,-1.1737,0.6741,-2.9581,2.25,-1.6094,-0.2097,1.0715,0.3778,0.2029,-0.9037,0.1164,-0.0235,-2.0655,0.6981,2.2144,0.7306,0.6283,-1.0816,0.242,-0.2039,0.1944,-0.0132,-0.4721,-1.4102
CMPD_10826,TRG_2026,GPCR,359.814,1.411,1,1,7,106.657,Functional Assay,7.69,18.9,Literature,0.58,5.603,0,0.1784,-0.3364,0.8363,-1.1528,-1.5155,0.3582,-0.1401,0.3703,0.5204,0.648,0.3276,-0.4135,1.1914,-0.2549,0.1036,-1.9772,0.7254,0.0502,2.1066,-0.356,0.3285,-0.0977,-1.789,-0.1714
CMPD_10827,TRG_2027,GPCR,479.974,-1.47,3,7,6,154.39,HTS,6.63,21.4,Literature,0.921,6.02,0,1.0298,1.5231,0.6411,0.5175,0.9022,0.5372,-1.2975,-0.9842,-0.7297,-1.3072,-1.4795,0.7096,-0.0725,0.3006,-1.7667,-0.3867,-0.2832,1.3272,0.3682,-0.1709,0.1958,-0.4625,-0.4566,0.245
CMPD_10828,TRG_2028,Transporter,375.846,4.115,3,6,2,95.165,Functional Assay,6.95,35.2,ChEMBL,0.82,9.37,1,0.9077,-0.417,-0.6887,1.2962,-0.1126,-3.4661,0.4977,-1.5961,0.7154,-0.9626,-0.019,0.3197,0.2501,0.3829,-0.6612,-1.3632,-1.3733,1.1414,-0.7624,-1.3461,0.4441,1.4284,0.7824,0.1527
CMPD_10829,TRG_2029,GPCR,329.812,4.795,1,3,7,104.795,HTS,6.68,24.9,ChEMBL,0.89,8.287,1,0.12,0.8066,-0.4924,-0.9101,-1.0269,-0.5996,0.3094,-0.4254,-0.3757,-0.5604,-0.3295,0.7985,-1.665,0.7034,-0.4812,1.0166,-0.342,-0.6659,0.4635,0.8649,-0.2017,0.3295,-0.6796,2.0915
CMPD_10830,TRG_2030,Kinase,326.655,3.673,1,1,2,135.776,Binding Assay,6.39,28.3,InHouse,0.905,10.082,1,0.9531,-0.8654,0.0227,0.9177,1.0259,-0.1053,0.5653,-0.3565,0.5675,0.1378,-0.5334,-0.9213,-0.9551,0.7865,-0.4929,1.3272,-0.6227,0.1986,0.197,0.3406,0.2171,0.0349,0.4147,1.2846
CMPD_10831,TRG_2031,GPCR,224.945,0.452,1,3,7,83.968,Functional Assay,7.05,28.0,InHouse,0.805,6.7,1,-0.4812,1.5251,-0.575,-1.309,-0.1561,0.3009,-0.7872,-0.2971,-0.2819,0.9788,-0.2951,0.0023,-0.2576,0.4231,0.56,1.0745,1.1934,1.0298,0.4294,-0.652,0.2827,-0.8835,-0.1115,-0.1481
CMPD_10832,TRG_2032,Kinase,420.649,2.137,0,6,4,149.215,SPR,6.48,21.2,ChEMBL,0.62,5.449,0,-0.4985,1.6619,0.6869,0.1523,-0.452,-1.2697,0.5546,1.4418,0.3164,0.5137,0.256,0.6254,-0.0902,0.4392,0.492,-0.1706,-0.8494,-0.9932,0.1089,0.2125,0.0406,1.245,1.3533,-0.6845
CMPD_10833,TRG_2033,Kinase,343.773,2.488,2,4,2,36.603,Functional Assay,7.1,19.6,BindingDB,0.482,5.294,0,-0.6967,0.3952,0.7035,0.6124,-0.1079,0.6615,-0.5327,-0.157,0.1735,0.0306,0.2403,0.6809,0.1177,-1.323,2.0574,-1.1565,-0.1615,-0.4134,-0.5866,2.723,1.4912,0.1877,-1.1766,0.006
CMPD_10834,TRG_2034,GPCR,335.562,3.578,1,5,6,186.2,Binding Assay,8.36,26.9,InHouse,0.915,5.42,0,1.2083,0.6169,-0.277,-0.6855,-0.7641,1.6911,1.2125,1.3582,-0.1832,0.1196,1.1292,-1.5194,-0.9282,-0.2292,0.0314,-0.583,0.4651,-0.9819,-0.208,0.9754,0.5653,3.2063,1.0287,0.544
CMPD_10835,TRG_2035,GPCR,605.449,3.703,0,5,3,115.584,Functional Assay,7.62,18.3,ChEMBL,0.107,6.705,1,0.8364,-0.2612,0.4077,0.9656,-0.0867,0.4847,-2.8369,-1.049,2.0941,-0.6366,-0.3826,0.1996,-0.813,-1.112,-0.0509,-0.3914,0.189,1.8847,0.5751,-1.3221,2.4002,-0.4691,-0.8053,0.2825
CMPD_10836,TRG_2036,Enzyme,373.9,1.178,1,6,4,118.427,Functional Assay,6.87,27.9,Literature,0.387,7.795,1,0.6501,-1.3155,-0.9053,0.2657,0.3701,0.1963,-0.7999,-0.0613,-0.0581,0.3501,-0.5072,0.7314,-0.6945,-1.1504,0.9172,0.3125,-0.5546,-0.6087,1.4495,-0.3488,0.279,0.9627,0.0009,-0.8425
CMPD_10837,TRG_2037,GPCR,289.857,2.648,0,7,1,80.939,SPR,6.82,24.6,ChEMBL,0.299,5.797,0,0.8665,-0.2074,-0.7192,0.4069,0.808,1.3979,0.823,1.2837,1.7645,0.1003,2.5119,1.5722,-0.818,1.3936,-0.2001,0.8649,-0.7039,0.821,1.4983,-0.1219,-1.8131,-0.3695,-1.0431,-0.8801
CMPD_10838,TRG_2038,IonChannel,315.891,3.323,1,5,3,90.491,SPR,6.96,26.8,InHouse,0.669,6.44,0,0.0121,-1.2157,-0.0274,-0.3061,0.2664,-1.2373,1.3017,0.4041,1.2836,1.3164,1.4157,-0.0381,0.4211,0.3087,-0.1418,0.7618,-0.2382,-0.0837,-0.3412,-0.3727,-1.0944,-0.0263,-1.0595,0.9548
CMPD_10839,TRG_2039,IonChannel,441.876,5.12,1,5,4,167.356,SPR,8.44,25.9,BindingDB,0.476,5.684,0,1.2073,-2.1988,-0.0618,1.0533,-0.116,0.1826,1.5006,0.7025,-0.3231,-0.9569,-0.0459,1.0419,-0.57,0.7644,-0.0234,-1.735,0.2367,-1.5571,0.1187,-0.0311,0.3457,0.3587,1.3416,-0.866
CMPD_10840,TRG_2040,Kinase,359.062,3.768,2,3,3,79.406,Functional Assay,6.55,26.1,ChEMBL,0.773,7.281,1,0.6693,0.7756,-0.7679,-0.061,0.3175,1.1424,-0.9431,0.511,0.9097,0.0623,-0.6679,0.6799,0.0219,0.0303,-0.7302,-0.05,-1.9031,1.175,-0.5376,1.0162,0.2255,-0.6868,-0.6422,-1.4027
CMPD_10841,TRG_2041,Transporter,234.938,3.92,1,4,2,53.173,Binding Assay,7.2,25.3,InHouse,0.583,7.906,1,-1.1592,-1.3321,0.9543,0.1682,-1.1467,1.6218,-0.4639,-0.1782,-0.208,0.8522,0.9678,-0.0218,0.8639,0.8667,-0.4388,1.7885,1.513,-0.3887,0.8698,-1.4645,-0.642,-0.3347,-0.5285,-0.5268
CMPD_10842,TRG_2042,Kinase,423.538,2.651,2,7,5,81.197,Binding Assay,7.48,25.8,InHouse,0.749,7.513,1,-0.9195,1.3252,0.0234,1.4031,-0.5078,1.8123,-0.1341,1.6193,0.3691,0.0622,-0.4451,0.6703,1.2959,-1.4381,-0.0012,0.6046,2.3859,0.3654,1.1849,0.5303,0.457,-0.0731,1.2826,-1.5314
CMPD_10843,TRG_2043,Enzyme,296.548,5.039,0,2,1,133.851,SPR,7.93,25.1,Literature,0.458,8.411,1,-0.1223,-0.9182,0.4042,0.7902,-0.3523,0.4025,-0.5846,0.9106,0.6071,0.3179,1.4513,0.0205,-1.7208,1.6416,0.5972,-0.3041,-0.3428,1.8959,-0.0631,-0.5202,-0.6912,-0.8178,0.9566,0.9764
CMPD_10844,TRG_2044,Kinase,499.864,3.238,2,7,2,160.603,HTS,7.0,20.9,ChEMBL,0.662,5.633,0,-0.2235,1.3818,1.0051,-0.695,0.6284,-0.1115,0.5702,2.1086,0.3741,-0.7233,-1.5677,-0.4635,-0.0081,-1.3858,-1.3505,-1.4654,1.1369,-0.3011,-0.3838,-1.212,1.5477,-0.9915,0.8573,-1.5659
CMPD_10845,TRG_2045,GPCR,436.404,0.95,0,3,1,156.41,Binding Assay,6.62,23.8,InHouse,0.149,5.531,0,-1.3203,-0.447,-0.5399,-0.4188,0.0938,0.3675,-0.1042,-1.5335,-0.9873,0.4573,-0.1099,-0.1164,-0.2669,-0.184,-1.1024,0.8548,-0.3095,-0.8726,1.3176,0.0175,-0.8377,1.7207,-0.6598,0.4511
CMPD_10846,TRG_2046,Kinase,314.214,5.026,2,9,6,126.744,Functional Assay,7.37,31.5,BindingDB,0.78,6.668,1,0.4978,-1.2755,-0.1943,0.2167,0.7742,-0.7681,-0.7388,-0.4112,-0.5328,0.486,-1.1158,-0.1874,0.0762,-1.0396,-0.5885,-1.4295,1.604,-0.2063,-0.5625,0.925,-0.2003,1.6025,-0.5065,0.4071
CMPD_10847,TRG_2047,Enzyme,452.481,3.756,1,9,1,215.401,Binding Assay,7.99,25.9,BindingDB,0.73,3.905,0,-0.3105,-1.0114,0.7961,-0.7484,2.2321,1.2981,-1.3261,1.9942,-0.3463,0.9975,-0.3689,0.4615,-0.5061,-0.3567,2.417,1.9848,-0.9358,1.4156,0.5376,1.6308,0.3835,0.262,0.6259,0.1749
CMPD_10848,TRG_2048,IonChannel,355.428,1.703,1,2,2,179.306,Binding Assay,7.04,28.4,Literature,0.97,8.383,1,1.9651,2.0748,0.1616,0.1059,0.0058,-0.8616,1.2227,-0.5543,0.7485,1.5298,-0.4017,-0.0095,0.0608,1.1417,0.1453,0.0661,1.6275,-0.5963,1.4718,-0.7283,-0.2826,-0.1642,0.7751,2.5798
CMPD_10849,TRG_2049,IonChannel,418.222,1.637,1,7,6,138.388,Functional Assay,6.7,22.1,ChEMBL,0.659,4.704,0,-0.2733,-0.2512,-0.2572,-0.7024,-1.1539,0.0883,0.5305,-1.1929,0.3505,-0.9101,1.0388,0.2836,-0.3444,-0.9478,-1.4884,0.1504,-0.3053,-0.8465,0.9102,-0.1774,-1.0181,0.7592,0.0401,-0.6472
CMPD_10850,TRG_2050,Kinase,388.779,3.034,3,2,3,122.952,Functional Assay,7.27,22.0,ChEMBL,0.898,8.248,1,0.7465,0.3353,-1.0675,-0.2882,0.6153,-0.1652,0.2879,0.0962,1.9357,1.3575,-1.0015,-0.0325,-0.4974,-0.205,0.1489,-0.5146,-0.3902,-1.1428,-0.5922,1.4072,-0.0729,-0.56,0.6083,0.1327
CMPD_10851,TRG_2051,Transporter,282.291,3.334,0,3,2,63.402,Binding Assay,6.23,21.4,BindingDB,0.844,6.437,0,-0.9075,1.1207,1.4316,-0.9305,0.7934,0.8664,0.1093,-0.1828,2.8327,-2.4769,1.3564,0.8789,1.5315,-0.6095,0.5661,-1.3197,-0.4864,-0.7554,0.1107,-0.0313,0.6633,-0.6039,-0.384,0.0342
CMPD_10852,TRG_2052,Kinase,298.516,2.855,2,4,3,119.321,SPR,7.07,21.0,ChEMBL,0.94,7.035,1,-1.1112,0.823,-1.6782,0.7004,0.5806,0.2548,-0.675,0.5596,1.1025,1.4268,0.7028,-2.002,0.6823,-0.5209,1.0472,-0.5635,-0.2901,0.2817,-0.103,-0.8468,1.4649,-2.1432,1.0402,0.2902
CMPD_10853,TRG_2053,Enzyme,432.397,3.06,2,6,2,158.004,SPR,7.91,20.1,Literature,0.859,5.59,0,1.1386,1.2205,-0.4814,1.7162,3.0762,-0.8505,-1.7219,-0.3608,2.1464,-0.4023,-1.0136,1.0428,-1.0214,-1.022,0.9212,-1.1873,0.7458,-1.3783,1.1312,-1.1921,-3.1635,-0.2151,-0.547,0.3276
CMPD_10854,TRG_2054,Kinase,323.218,5.56,1,6,8,67.79,HTS,7.72,25.7,BindingDB,0.203,6.589,1,-0.3526,-0.2423,0.1625,-0.988,0.449,0.4459,0.7843,-0.868,0.9538,1.4404,-0.1126,0.8638,-0.7772,0.5409,-0.4314,-1.1941,-0.9389,2.3222,-2.0287,0.1654,-0.3146,-1.0825,1.2653,-1.3963
CMPD_10855,TRG_2055,Kinase,317.708,4.429,1,3,13,124.104,Binding Assay,7.11,23.9,BindingDB,0.615,6.086,0,-1.618,-0.4046,2.3482,-0.1975,-0.7995,0.051,-0.0758,0.0743,1.1226,0.7695,-0.7261,-0.0059,-0.8671,0.7812,0.6034,-0.3924,-1.0075,0.7063,1.412,-2.1918,-0.7398,-1.0379,-1.9849,-0.7235
CMPD_10856,TRG_2056,Kinase,273.59,2.843,2,3,3,122.411,Functional Assay,8.2,27.6,InHouse,0.811,6.117,0,0.2074,-1.502,-1.1287,-0.2403,-0.2934,-0.6405,0.1226,-1.0134,-0.766,-0.5436,-0.0054,0.6238,-1.1334,1.0597,0.8872,0.6629,0.6272,-0.2991,1.1974,0.8191,0.4017,0.3719,0.3653,1.8144
CMPD_10857,TRG_2057,GPCR,383.888,4.194,2,5,6,70.301,Binding Assay,8.35,24.1,BindingDB,0.181,4.202,0,-1.2652,0.338,1.6958,-0.0611,-0.899,-0.9509,0.6726,-0.8824,0.3194,0.9477,-1.1155,0.6052,0.6733,0.1695,-0.4499,-0.4941,-1.4226,-0.1594,-0.0507,-0.499,-1.7197,0.2055,-0.6936,0.8115
CMPD_10858,TRG_2058,IonChannel,515.002,0.641,1,7,0,162.097,Binding Assay,7.6,17.8,BindingDB,0.564,5.442,0,0.3705,0.2825,0.8098,0.2444,0.1348,1.2471,-0.1158,0.9481,0.4383,0.5415,1.1741,-0.0438,-0.0156,-0.1282,-2.2257,0.1356,-1.154,-1.336,2.963,0.9437,0.7398,0.7692,0.6635,-0.2935
CMPD_10859,TRG_2059,Kinase,264.597,3.216,0,4,4,76.75,Functional Assay,6.32,26.3,ChEMBL,0.817,6.422,0,0.4431,-0.0406,-0.6907,0.4119,1.1109,-0.2736,-1.897,-0.1333,1.2772,-0.4309,-0.3898,-0.3663,0.1513,-0.3821,-1.2832,0.0872,-0.3762,0.8687,0.0522,-0.9298,-0.0685,0.0035,-0.5212,0.3564
CMPD_10860,TRG_2060,Transporter,351.938,5.757,1,5,3,105.366,SPR,6.07,18.9,ChEMBL,0.451,7.874,1,-0.0073,-0.6067,-0.1312,-0.8331,0.2833,0.3838,-1.8832,-0.0564,-0.4384,1.1262,1.3993,0.8244,-0.1007,-0.0021,-0.7179,-0.4545,0.4949,-1.1444,-0.324,0.5189,0.0983,-2.2406,0.0145,1.289
CMPD_10861,TRG_2061,GPCR,462.978,2.108,0,7,1,100.787,Binding Assay,8.03,25.6,ChEMBL,0.944,5.955,0,2.2018,-2.1948,0.1506,0.6782,-0.8344,0.0817,0.4083,0.1923,0.3979,-0.9593,-0.3062,-1.1382,1.4019,-1.5321,0.4167,-1.277,-0.7541,0.3255,-0.1497,0.8238,-0.0501,-0.554,-0.0345,-0.9881
CMPD_10862,TRG_2062,IonChannel,343.629,0.974,2,4,3,30.026,HTS,7.35,22.7,InHouse,0.541,6.725,1,-1.6692,0.9559,-2.0376,-0.3401,-0.8073,1.2233,1.557,-0.7615,0.5372,0.8747,0.0401,0.2302,-0.8099,-0.4517,0.3123,0.9135,1.014,1.4165,-1.2379,-0.1925,1.4871,0.7938,0.0809,-0.0217
